id,edad,genero
933,40.57618470175298,Masculino
934,40.85778683879377,Masculino
935,38.88352714581209,Femenino
936,56.443426036894394,Femenino
937,34.34725046593645,Femenino
938,33.65213871867051,Masculino
939,49.81277641519635,Masculino
940,29.651805491081056,Masculino
941,54.06108214954804,Masculino
942,44.84678762537507,Masculino
943,35.74162104070405,Femenino
944,42.87531835462878,Masculino
945,48.78971906069452,Masculino
946,36.11390927670949,Femenino
947,30.587317476351956,Masculino
948,25.120941044337293,No Binario
949,41.6896820783919,Masculino
950,32.45389042798004,No Binario
951,30.306499186579366,Masculino
952,40.25901004355503,No Binario
953,33.284215422991906,Masculino
954,24.005066479981394,Masculino
955,32.17221400059277,Masculino
956,5.8164244230375175,Masculino
957,43.12589804422525,Masculino
958,45.34224921327912,Masculino
959,35.028983706310875,Masculino
960,51.836774353646504,Femenino
961,30.06717160983434,Femenino
962,42.169792967316276,No Binario
963,36.307822373138364,Femenino
964,42.38338226249587,Masculino
965,44.91576266747954,Femenino
966,46.84241371860936,Femenino
967,45.090473963457605,No Binario
968,50.89556198004304,No Binario
969,45.1060254464314,Masculino
970,29.011774546040705,Femenino
971,47.842152606465504,Femenino
972,48.20737333544324,Masculino
973,35.67392520062765,Masculino
974,42.52176813546544,Masculino
975,31.01136804743247,Femenino
976,40.496673985536134,Femenino
977,45.93074537811894,Masculino
978,30.943151360077696,Femenino
979,38.89087296579454,No Binario
980,58.464402847148946,Masculino
981,30.078548467452112,Femenino
982,57.73988606181899,Masculino
983,33.638494941291086,Masculino
984,26.203345099987583,Masculino
985,42.86375744031158,Femenino
986,35.714662727621395,Masculino
987,39.32998876940024,Femenino
988,49.07322891726776,Masculino
989,44.65961655261821,Femenino
990,34.295646965827814,Femenino
991,46.28051773064665,Femenino
992,37.933604138766306,Masculino
993,46.628535979020306,Masculino
994,55.14179006556738,Masculino
995,23.326903771142664,Femenino
996,26.513539948440943,Femenino
997,43.534711344887796,Femenino
998,34.203309646404236,Femenino
999,24.973895166848703,Femenino
1000,42.883477357819466,Masculino
